query_id,query_text,gold_intent,predicted_intent,r0_top3,r1_top3,gold_ids,acceptable_ids,hard_negative_ids,r0_first_gold_rank,r1_first_gold_rank,review_triggers,automatic_category,category,decisive_query_signal,expected_gold_sections,displacing_sections,higher_ranked_non_gold_sections,other_non_gold_top3_sections,classifier_effect,category_rationale,root_cause_analysis,decision_implication
Q_LOCK_CASH_PEND_001,The ATM gave no final outcome and the withdrawal line is still open. What is the safe waiting approach?,pending_cash_withdrawal,pending_cash_withdrawal,"[""POL_CASH_UNRECOG_001#security_rule"", ""RUN_CASH_PENDING_001#recognition_check"", ""ESC_CASH_DECLINED_001#handoff""]","[""RUN_CASH_PENDING_001#recognition_check"", ""FAQ_CASH_PENDING_001#answer"", ""POL_CASH_UNRECOG_001#security_rule""]","[""FAQ_CASH_PENDING_001#fictional_window""]","[""FAQ_CASH_PENDING_001#answer""]","[""POL_CASH_DECLINED_001#eligibility""]",,,top1_differs|r0_miss_top3|r1_miss_top3,F,F,The query asks for timing/window,FAQ_CASH_PENDING_001#fictional_window (Pending Cash Withdrawal FAQ / Fictional ledger window),RUN_CASH_PENDING_001#recognition_check (Pending Cash Withdrawal Agent Runbook / Recognition check); FAQ_CASH_PENDING_001#answer (Pending Cash Withdrawal FAQ / Recognized ATM entry still pending); POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule),RUN_CASH_PENDING_001#recognition_check (Pending Cash Withdrawal Agent Runbook / Recognition check); FAQ_CASH_PENDING_001#answer (Pending Cash Withdrawal FAQ / Recognized ATM entry still pending); POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule),None,"Prediction pending_cash_withdrawal is correct; the +0.15 boost changed top-3 from ['POL_CASH_UNRECOG_001#security_rule', 'RUN_CASH_PENDING_001#recognition_check', 'ESC_CASH_DECLINED_001#handoff'] to ['RUN_CASH_PENDING_001#recognition_check', 'FAQ_CASH_PENDING_001#answer', 'POL_CASH_UNRECOG_001#security_rule'].","A non-gold sibling section from a gold document ranks above first strict gold, or is present when strict gold is absent.","Decisive signal: The query asks for timing/window. Expected strict evidence: FAQ_CASH_PENDING_001#fictional_window (Pending Cash Withdrawal FAQ / Fictional ledger window). Higher-ranked R1 non-gold sections: RUN_CASH_PENDING_001#recognition_check (Pending Cash Withdrawal Agent Runbook / Recognition check); FAQ_CASH_PENDING_001#answer (Pending Cash Withdrawal FAQ / Recognized ATM entry still pending); POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule). Other R1 non-gold top-3 sections: None. Prediction pending_cash_withdrawal is correct; the +0.15 boost changed top-3 from ['POL_CASH_UNRECOG_001#security_rule', 'RUN_CASH_PENDING_001#recognition_check', 'ESC_CASH_DECLINED_001#handoff'] to ['RUN_CASH_PENDING_001#recognition_check', 'FAQ_CASH_PENDING_001#answer', 'POL_CASH_UNRECOG_001#security_rule']. Category F: A non-gold sibling section from a gold document ranks above first strict gold, or is present when strict gold is absent.",Intent boost cannot distinguish sections sharing document intent metadata; retain simpler R0.
Q_LOCK_CASH_PEND_002,"I recognize the ATM visit, but the entry is processing rather than refused. How should support distinguish it?",pending_cash_withdrawal,atm_support,"[""POL_CASH_DECLINED_001#eligibility"", ""FAQ_CASH_PENDING_001#answer"", ""RUN_CASH_UNRECOG_002#recognition_gate""]","[""POL_CASH_DECLINED_001#eligibility"", ""FAQ_CASH_PENDING_001#answer"", ""RUN_CASH_UNRECOG_002#recognition_gate""]","[""FAQ_CASH_PENDING_001#answer""]","[""RUN_CASH_PENDING_001#recognition_check""]","[""POL_CASH_DECLINED_001#eligibility""]",2,2,predicted_intent_wrong,E,E,The query asks for state distinction between a recognized pending ATM entry and a declined or unrecognized withdrawal,FAQ_CASH_PENDING_001#answer (Pending Cash Withdrawal FAQ / Recognized ATM entry still pending),POL_CASH_DECLINED_001#eligibility (Declined Cash Withdrawal Policy / Recognized ATM refusal),POL_CASH_DECLINED_001#eligibility (Declined Cash Withdrawal Policy / Recognized ATM refusal),RUN_CASH_UNRECOG_002#recognition_gate (Unrecognized Cash Withdrawal Security Runbook / Recognition gate),"The mapped hard-negative section ranked above the first strict-gold section, making this a semantic confusion failure rather than a same-document wrong-section failure.","A mapped semantic hard negative ranks above the first strict-gold section, or is present when strict gold is absent.","Decisive signal: The query asks for state distinction between a recognized pending ATM entry and a declined or unrecognized withdrawal. Expected strict evidence: FAQ_CASH_PENDING_001#answer (Pending Cash Withdrawal FAQ / Recognized ATM entry still pending). Higher-ranked R1 non-gold sections: POL_CASH_DECLINED_001#eligibility (Declined Cash Withdrawal Policy / Recognized ATM refusal). Other R1 non-gold top-3 sections: RUN_CASH_UNRECOG_002#recognition_gate (Unrecognized Cash Withdrawal Security Runbook / Recognition gate). The mapped hard-negative section ranked above the first strict-gold section, making this a semantic confusion failure rather than a same-document wrong-section failure. Category E: A mapped semantic hard negative ranks above the first strict-gold section, or is present when strict gold is absent.","The failure is semantic discrimination, not status filtering; keep the frozen R0 decision."
Q_LOCK_CASH_PEND_004,Which agent checks are safe when a customer recognizes an ATM event that remains unsettled?,pending_cash_withdrawal,atm_support,"[""RUN_CASH_PENDING_001#recognition_check"", ""ESC_CASH_UNRECOG_001#safe_handoff"", ""POL_CASH_UNRECOG_001#security_rule""]","[""RUN_CASH_PENDING_001#recognition_check"", ""ESC_CASH_UNRECOG_001#safe_handoff"", ""POL_CASH_UNRECOG_001#security_rule""]","[""RUN_CASH_PENDING_001#recognition_check""]","[""RUN_CASH_PENDING_001#pending_action""]","[""POL_CASH_UNRECOG_001#security_rule""]",1,1,predicted_intent_wrong,D,D,The query asks for agent checks,RUN_CASH_PENDING_001#recognition_check (Pending Cash Withdrawal Agent Runbook / Recognition check),None,None,ESC_CASH_UNRECOG_001#safe_handoff (Unrecognized Cash Withdrawal Escalation Guide / Safe handoff); POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule),"The classifier prediction was incorrect, but strict gold remained in top 3. No non-gold sibling section from the gold document displaced it. Dense retrieval therefore succeeded despite the classifier error.","The classifier prediction is incorrect, but strict gold remains in R1 top three.","Decisive signal: The query asks for agent checks. Expected strict evidence: RUN_CASH_PENDING_001#recognition_check (Pending Cash Withdrawal Agent Runbook / Recognition check). Higher-ranked R1 non-gold sections: None. Other R1 non-gold top-3 sections: ESC_CASH_UNRECOG_001#safe_handoff (Unrecognized Cash Withdrawal Escalation Guide / Safe handoff); POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule). The classifier prediction was incorrect, but strict gold remained in top 3. No non-gold sibling section from the gold document displaced it. Dense retrieval therefore succeeded despite the classifier error. Category D: The classifier prediction is incorrect, but strict gold remains in R1 top three.",This shows R0 semantic similarity can be robust to a wrong classifier; no R1 preference follows.
Q_LOCK_CASH_UNREC_001,I noticed cash taken at an ATM I never used. What is the first safe support action?,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,"[""RUN_CASH_PENDING_001#recognition_check"", ""POL_CASH_UNRECOG_001#security_rule"", ""ESC_CASH_UNRECOG_001#immediate_trigger""]","[""POL_CASH_UNRECOG_001#security_rule"", ""ESC_CASH_UNRECOG_001#immediate_trigger"", ""ESC_CASH_UNRECOG_001#safe_handoff""]","[""ESC_CASH_UNRECOG_001#immediate_trigger""]","[""POL_CASH_UNRECOG_001#security_rule""]","[""FAQ_CASH_PENDING_001#answer""]",3,2,top1_differs|first_gold_rank_changed,A,A,The query asks for escalation trigger,ESC_CASH_UNRECOG_001#immediate_trigger (Unrecognized Cash Withdrawal Escalation Guide / Immediate security trigger),POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule),POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule),ESC_CASH_UNRECOG_001#safe_handoff (Unrecognized Cash Withdrawal Escalation Guide / Safe handoff),"Prediction cash_withdrawal_not_recognised is correct; the +0.15 boost changed top-3 from ['RUN_CASH_PENDING_001#recognition_check', 'POL_CASH_UNRECOG_001#security_rule', 'ESC_CASH_UNRECOG_001#immediate_trigger'] to ['POL_CASH_UNRECOG_001#security_rule', 'ESC_CASH_UNRECOG_001#immediate_trigger', 'ESC_CASH_UNRECOG_001#safe_handoff'].",The classifier is correct and the intent boost improves the first strict-gold rank.,"Decisive signal: The query asks for escalation trigger. Expected strict evidence: ESC_CASH_UNRECOG_001#immediate_trigger (Unrecognized Cash Withdrawal Escalation Guide / Immediate security trigger). Higher-ranked R1 non-gold sections: POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule). Other R1 non-gold top-3 sections: ESC_CASH_UNRECOG_001#safe_handoff (Unrecognized Cash Withdrawal Escalation Guide / Safe handoff). Prediction cash_withdrawal_not_recognised is correct; the +0.15 boost changed top-3 from ['RUN_CASH_PENDING_001#recognition_check', 'POL_CASH_UNRECOG_001#security_rule', 'ESC_CASH_UNRECOG_001#immediate_trigger'] to ['POL_CASH_UNRECOG_001#security_rule', 'ESC_CASH_UNRECOG_001#immediate_trigger', 'ESC_CASH_UNRECOG_001#safe_handoff']. Category A: The classifier is correct and the intent boost improves the first strict-gold rank.","This is a bounded R1 gain, but it is insufficient to offset the locked aggregate regressions."
Q_LOCK_CASH_UNREC_002,"The ATM line is marked pending, but I did not make any withdrawal. Should ordinary timing checks be used?",cash_withdrawal_not_recognised,pending_cash_withdrawal,"[""FAQ_CASH_PENDING_001#answer"", ""RUN_CASH_PENDING_001#recognition_check"", ""RUN_CASH_UNRECOG_002#recognition_gate""]","[""FAQ_CASH_PENDING_001#answer"", ""RUN_CASH_PENDING_001#recognition_check"", ""RUN_CASH_UNRECOG_002#recognition_gate""]","[""RUN_CASH_UNRECOG_002#recognition_gate""]","[""POL_CASH_UNRECOG_001#security_rule""]","[""FAQ_CASH_PENDING_001#answer""]",3,3,predicted_intent_wrong,E,E,The query asks for agent checks and prohibited workflow,RUN_CASH_UNRECOG_002#recognition_gate (Unrecognized Cash Withdrawal Security Runbook / Recognition gate),FAQ_CASH_PENDING_001#answer (Pending Cash Withdrawal FAQ / Recognized ATM entry still pending); RUN_CASH_PENDING_001#recognition_check (Pending Cash Withdrawal Agent Runbook / Recognition check),FAQ_CASH_PENDING_001#answer (Pending Cash Withdrawal FAQ / Recognized ATM entry still pending); RUN_CASH_PENDING_001#recognition_check (Pending Cash Withdrawal Agent Runbook / Recognition check),None,"The mapped hard-negative section ranked above the first strict-gold section, making this a semantic confusion failure rather than a same-document wrong-section failure.","A mapped semantic hard negative ranks above the first strict-gold section, or is present when strict gold is absent.","Decisive signal: The query asks for agent checks and prohibited workflow. Expected strict evidence: RUN_CASH_UNRECOG_002#recognition_gate (Unrecognized Cash Withdrawal Security Runbook / Recognition gate). Higher-ranked R1 non-gold sections: FAQ_CASH_PENDING_001#answer (Pending Cash Withdrawal FAQ / Recognized ATM entry still pending); RUN_CASH_PENDING_001#recognition_check (Pending Cash Withdrawal Agent Runbook / Recognition check). Other R1 non-gold top-3 sections: None. The mapped hard-negative section ranked above the first strict-gold section, making this a semantic confusion failure rather than a same-document wrong-section failure. Category E: A mapped semantic hard negative ranks above the first strict-gold section, or is present when strict gold is absent.","The failure is semantic discrimination, not status filtering; keep the frozen R0 decision."
Q_LOCK_CASH_UNREC_003,Someone appears to have withdrawn cash from my account. What must an agent avoid asking me for?,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,"[""POL_CASH_DECLINED_001#eligibility"", ""RUN_CASH_PENDING_001#recognition_check"", ""ESC_CASH_DECLINED_001#trigger""]","[""POL_CASH_UNRECOG_001#security_rule"", ""POL_CASH_UNRECOG_001#prohibited_actions"", ""RUN_CASH_UNRECOG_002#recognition_gate""]","[""POL_CASH_UNRECOG_001#prohibited_actions""]","[""POL_CASH_UNRECOG_001#security_rule""]","[""POL_CASH_DECLINED_001#eligibility""]",,2,top1_differs|first_gold_rank_changed|r0_miss_top3,A,A,The query asks for prohibited action,POL_CASH_UNRECOG_001#prohibited_actions (Unrecognized Cash Withdrawal Safety Policy / Prohibited actions),POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule),POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule),RUN_CASH_UNRECOG_002#recognition_gate (Unrecognized Cash Withdrawal Security Runbook / Recognition gate),"Prediction cash_withdrawal_not_recognised is correct; the +0.15 boost changed top-3 from ['POL_CASH_DECLINED_001#eligibility', 'RUN_CASH_PENDING_001#recognition_check', 'ESC_CASH_DECLINED_001#trigger'] to ['POL_CASH_UNRECOG_001#security_rule', 'POL_CASH_UNRECOG_001#prohibited_actions', 'RUN_CASH_UNRECOG_002#recognition_gate'].",The classifier is correct and the intent boost improves the first strict-gold rank.,"Decisive signal: The query asks for prohibited action. Expected strict evidence: POL_CASH_UNRECOG_001#prohibited_actions (Unrecognized Cash Withdrawal Safety Policy / Prohibited actions). Higher-ranked R1 non-gold sections: POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule). Other R1 non-gold top-3 sections: RUN_CASH_UNRECOG_002#recognition_gate (Unrecognized Cash Withdrawal Security Runbook / Recognition gate). Prediction cash_withdrawal_not_recognised is correct; the +0.15 boost changed top-3 from ['POL_CASH_DECLINED_001#eligibility', 'RUN_CASH_PENDING_001#recognition_check', 'ESC_CASH_DECLINED_001#trigger'] to ['POL_CASH_UNRECOG_001#security_rule', 'POL_CASH_UNRECOG_001#prohibited_actions', 'RUN_CASH_UNRECOG_002#recognition_gate']. Category A: The classifier is correct and the intent boost improves the first strict-gold rank.","This is a bounded R1 gain, but it is insufficient to offset the locked aggregate regressions."
Q_LOCK_CASH_UNREC_004,"For an unknown ATM withdrawal, which security rule, agent checks, and handoff trigger are all required now?",cash_withdrawal_not_recognised,atm_support,"[""POL_CASH_UNRECOG_001#security_rule"", ""ESC_CASH_UNRECOG_001#safe_handoff"", ""ESC_CASH_UNRECOG_001#immediate_trigger""]","[""POL_CASH_UNRECOG_001#security_rule"", ""ESC_CASH_UNRECOG_001#safe_handoff"", ""ESC_CASH_UNRECOG_001#immediate_trigger""]","[""POL_CASH_UNRECOG_001#security_rule"", ""RUN_CASH_UNRECOG_002#safe_handoff"", ""ESC_CASH_UNRECOG_001#immediate_trigger""]","[""POL_CASH_UNRECOG_001#prohibited_actions""]","[""FAQ_CASH_PENDING_001#answer""]",1,1,multi_document_incomplete|predicted_intent_wrong,G,G,"The query asks for security rule, handoff, and escalation trigger",POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule); RUN_CASH_UNRECOG_002#safe_handoff (Unrecognized Cash Withdrawal Security Runbook / Safe handoff); ESC_CASH_UNRECOG_001#immediate_trigger (Unrecognized Cash Withdrawal Escalation Guide / Immediate security trigger),None,None,ESC_CASH_UNRECOG_001#safe_handoff (Unrecognized Cash Withdrawal Escalation Guide / Safe handoff),Prediction atm_support is incorrect; the +0.15 boost did not change the top-3 ordering.,The multi-document contract is only partially covered in the top three.,"Decisive signal: The query asks for security rule, handoff, and escalation trigger. Expected strict evidence: POL_CASH_UNRECOG_001#security_rule (Unrecognized Cash Withdrawal Safety Policy / Security-first rule); RUN_CASH_UNRECOG_002#safe_handoff (Unrecognized Cash Withdrawal Security Runbook / Safe handoff); ESC_CASH_UNRECOG_001#immediate_trigger (Unrecognized Cash Withdrawal Escalation Guide / Immediate security trigger). Higher-ranked R1 non-gold sections: None. Other R1 non-gold top-3 sections: ESC_CASH_UNRECOG_001#safe_handoff (Unrecognized Cash Withdrawal Escalation Guide / Safe handoff). Prediction atm_support is incorrect; the +0.15 boost did not change the top-3 ordering. Category G: The multi-document contract is only partially covered in the top three.",The boost does not solve multi-document completeness and must not overturn the R0 decision.
Q_LOCK_TR_DECL_001,My transfer request was blocked before it entered processing. What review path applies?,declined_transfer,beneficiary_not_allowed,"[""RUN_TRANSFER_DECLINED_001#action"", ""FAQ_TRANSFER_PENDING_001#answer"", ""FAQ_TRANSFER_FAILED_001#answer""]","[""RUN_TRANSFER_DECLINED_001#action"", ""FAQ_TRANSFER_PENDING_001#answer"", ""FAQ_TRANSFER_FAILED_001#answer""]","[""POL_TRANSFER_DECLINED_001#review_rule""]","[""POL_TRANSFER_DECLINED_001#eligibility""]","[""POL_TRANSFER_FAILED_001#eligibility""]",,,r0_miss_top3|r1_miss_top3|predicted_intent_wrong,I,I,The query asks for review action,POL_TRANSFER_DECLINED_001#review_rule (Declined Transfer Review Policy / Fictional review rule),RUN_TRANSFER_DECLINED_001#action (Declined Transfer Agent Runbook / Review action); FAQ_TRANSFER_PENDING_001#answer (Why a Transfer Is Still Pending / Pending is non-terminal); FAQ_TRANSFER_FAILED_001#answer (Why a Transfer Shows Failed / Failed is terminal),RUN_TRANSFER_DECLINED_001#action (Declined Transfer Agent Runbook / Review action); FAQ_TRANSFER_PENDING_001#answer (Why a Transfer Is Still Pending / Pending is non-terminal); FAQ_TRANSFER_FAILED_001#answer (Why a Transfer Shows Failed / Failed is terminal),None,Prediction beneficiary_not_allowed is incorrect; the +0.15 boost did not change the top-3 ordering.,The query signal is too weak for the exact dense section ranking to place strict gold reliably.,Decisive signal: The query asks for review action. Expected strict evidence: POL_TRANSFER_DECLINED_001#review_rule (Declined Transfer Review Policy / Fictional review rule). Higher-ranked R1 non-gold sections: RUN_TRANSFER_DECLINED_001#action (Declined Transfer Agent Runbook / Review action); FAQ_TRANSFER_PENDING_001#answer (Why a Transfer Is Still Pending / Pending is non-terminal); FAQ_TRANSFER_FAILED_001#answer (Why a Transfer Shows Failed / Failed is terminal). Other R1 non-gold top-3 sections: None. Prediction beneficiary_not_allowed is incorrect; the +0.15 boost did not change the top-3 ordering. Category I: The query signal is too weak for the exact dense section ranking to place strict gold reliably.,The miss is not evidence for a larger boost; retain R0 and record the limitation.
Q_LOCK_TR_DECL_002,The bank refused the transfer immediately; it did not enter processing and then break. How should this be classified?,declined_transfer,failed_transfer,"[""FAQ_TRANSFER_FAILED_001#answer"", ""RUN_TRANSFER_DECLINED_001#checks"", ""FAQ_TRANSFER_DECLINED_001#answer""]","[""FAQ_TRANSFER_FAILED_001#answer"", ""FAQ_TRANSFER_FAILED_001#retry_boundary"", ""POL_TRANSFER_FAILED_001#eligibility""]","[""FAQ_TRANSFER_DECLINED_001#answer""]","[""FAQ_TRANSFER_DECLINED_001#safe_message""]","[""POL_TRANSFER_FAILED_001#eligibility""]",3,,first_gold_rank_changed|r1_miss_top3|predicted_intent_wrong,C,C,The query asks for state/definition,FAQ_TRANSFER_DECLINED_001#answer (Why a Transfer Was Declined / Declined means refused),FAQ_TRANSFER_FAILED_001#answer (Why a Transfer Shows Failed / Failed is terminal); FAQ_TRANSFER_FAILED_001#retry_boundary (Why a Transfer Shows Failed / Retry boundary); POL_TRANSFER_FAILED_001#eligibility (Failed Transfer Retry Policy / Failure eligibility),FAQ_TRANSFER_FAILED_001#answer (Why a Transfer Shows Failed / Failed is terminal); FAQ_TRANSFER_FAILED_001#retry_boundary (Why a Transfer Shows Failed / Retry boundary); POL_TRANSFER_FAILED_001#eligibility (Failed Transfer Retry Policy / Failure eligibility),None,"Prediction failed_transfer is incorrect; the +0.15 boost changed top-3 from ['FAQ_TRANSFER_FAILED_001#answer', 'RUN_TRANSFER_DECLINED_001#checks', 'FAQ_TRANSFER_DECLINED_001#answer'] to ['FAQ_TRANSFER_FAILED_001#answer', 'FAQ_TRANSFER_FAILED_001#retry_boundary', 'POL_TRANSFER_FAILED_001#eligibility'].",The classifier is wrong and its +0.15 intent boost worsens strict-gold ranking.,"Decisive signal: The query asks for state/definition. Expected strict evidence: FAQ_TRANSFER_DECLINED_001#answer (Why a Transfer Was Declined / Declined means refused). Higher-ranked R1 non-gold sections: FAQ_TRANSFER_FAILED_001#answer (Why a Transfer Shows Failed / Failed is terminal); FAQ_TRANSFER_FAILED_001#retry_boundary (Why a Transfer Shows Failed / Retry boundary); POL_TRANSFER_FAILED_001#eligibility (Failed Transfer Retry Policy / Failure eligibility). Other R1 non-gold top-3 sections: None. Prediction failed_transfer is incorrect; the +0.15 boost changed top-3 from ['FAQ_TRANSFER_FAILED_001#answer', 'RUN_TRANSFER_DECLINED_001#checks', 'FAQ_TRANSFER_DECLINED_001#answer'] to ['FAQ_TRANSFER_FAILED_001#answer', 'FAQ_TRANSFER_FAILED_001#retry_boundary', 'POL_TRANSFER_FAILED_001#eligibility']. Category C: The classifier is wrong and its +0.15 intent boost worsens strict-gold ranking.",This is direct cascading damage from classifier error and supports retaining R0.
Q_LOCK_TR_DECL_003,A recognized bank transfer keeps being refused before submission. When should support review it?,declined_transfer,declined_transfer,"[""POL_TRANSFER_DECLINED_001#eligibility"", ""RUN_TRANSFER_DECLINED_001#checks"", ""POL_TRANSFER_PENDING_002#eligibility""]","[""POL_TRANSFER_DECLINED_001#eligibility"", ""RUN_TRANSFER_DECLINED_001#checks"", ""RUN_TRANSFER_DECLINED_001#action""]","[""POL_TRANSFER_DECLINED_001#review_rule""]","[""FAQ_TRANSFER_DECLINED_001#answer""]","[""FAQ_CARD_DECLINED_001#answer""]",,,r0_miss_top3|r1_miss_top3,F,F,The query asks for review trigger,POL_TRANSFER_DECLINED_001#review_rule (Declined Transfer Review Policy / Fictional review rule),POL_TRANSFER_DECLINED_001#eligibility (Declined Transfer Review Policy / Refusal eligibility); RUN_TRANSFER_DECLINED_001#checks (Declined Transfer Agent Runbook / Refusal checks); RUN_TRANSFER_DECLINED_001#action (Declined Transfer Agent Runbook / Review action),POL_TRANSFER_DECLINED_001#eligibility (Declined Transfer Review Policy / Refusal eligibility); RUN_TRANSFER_DECLINED_001#checks (Declined Transfer Agent Runbook / Refusal checks); RUN_TRANSFER_DECLINED_001#action (Declined Transfer Agent Runbook / Review action),None,"Prediction declined_transfer is correct; the +0.15 boost changed top-3 from ['POL_TRANSFER_DECLINED_001#eligibility', 'RUN_TRANSFER_DECLINED_001#checks', 'POL_TRANSFER_PENDING_002#eligibility'] to ['POL_TRANSFER_DECLINED_001#eligibility', 'RUN_TRANSFER_DECLINED_001#checks', 'RUN_TRANSFER_DECLINED_001#action'].","A non-gold sibling section from a gold document ranks above first strict gold, or is present when strict gold is absent.","Decisive signal: The query asks for review trigger. Expected strict evidence: POL_TRANSFER_DECLINED_001#review_rule (Declined Transfer Review Policy / Fictional review rule). Higher-ranked R1 non-gold sections: POL_TRANSFER_DECLINED_001#eligibility (Declined Transfer Review Policy / Refusal eligibility); RUN_TRANSFER_DECLINED_001#checks (Declined Transfer Agent Runbook / Refusal checks); RUN_TRANSFER_DECLINED_001#action (Declined Transfer Agent Runbook / Review action). Other R1 non-gold top-3 sections: None. Prediction declined_transfer is correct; the +0.15 boost changed top-3 from ['POL_TRANSFER_DECLINED_001#eligibility', 'RUN_TRANSFER_DECLINED_001#checks', 'POL_TRANSFER_PENDING_002#eligibility'] to ['POL_TRANSFER_DECLINED_001#eligibility', 'RUN_TRANSFER_DECLINED_001#checks', 'RUN_TRANSFER_DECLINED_001#action']. Category F: A non-gold sibling section from a gold document ranks above first strict gold, or is present when strict gold is absent.",Intent boost cannot distinguish sections sharing document intent metadata; retain simpler R0.
Q_LOCK_TR_DECL_004,What safe checks should an agent perform when a bank transfer is rejected before processing starts?,declined_transfer,transfer_not_received_by_recipient,"[""RUN_TRANSFER_DECLINED_001#checks"", ""POL_TRANSFER_PENDING_002#eligibility"", ""FAQ_TRANSFER_FAILED_001#retry_boundary""]","[""RUN_TRANSFER_DECLINED_001#checks"", ""ESC_TRANSFER_RECIPIENT_001#handoff"", ""POL_TRANSFER_PENDING_002#eligibility""]","[""RUN_TRANSFER_DECLINED_001#checks""]","[""RUN_TRANSFER_DECLINED_001#action""]","[""POL_TRANSFER_FAILED_001#eligibility""]",1,1,predicted_intent_wrong,D,D,The query asks for agent checks,RUN_TRANSFER_DECLINED_001#checks (Declined Transfer Agent Runbook / Refusal checks),None,None,ESC_TRANSFER_RECIPIENT_001#handoff (Recipient Missing Completed Transfer Escalation Guide / Safe handoff); POL_TRANSFER_PENDING_002#eligibility (Pending Transfer Handling Policy / Eligibility),"The classifier prediction was incorrect, but strict gold remained in top 3. No non-gold sibling section from the gold document displaced it. Dense retrieval therefore succeeded despite the classifier error.","The classifier prediction is incorrect, but strict gold remains in R1 top three.","Decisive signal: The query asks for agent checks. Expected strict evidence: RUN_TRANSFER_DECLINED_001#checks (Declined Transfer Agent Runbook / Refusal checks). Higher-ranked R1 non-gold sections: None. Other R1 non-gold top-3 sections: ESC_TRANSFER_RECIPIENT_001#handoff (Recipient Missing Completed Transfer Escalation Guide / Safe handoff); POL_TRANSFER_PENDING_002#eligibility (Pending Transfer Handling Policy / Eligibility). The classifier prediction was incorrect, but strict gold remained in top 3. No non-gold sibling section from the gold document displaced it. Dense retrieval therefore succeeded despite the classifier error. Category D: The classifier prediction is incorrect, but strict gold remains in R1 top three.",This shows R0 semantic similarity can be robust to a wrong classifier; no R1 preference follows.
