sample_id,query_text,true_label,lexical_prediction,semantic_prediction,lexical_confidence,semantic_confidence,lexical_margin,semantic_margin,disagreement_category,selection_reason,error_category,root_cause_hypothesis
16cdce17a1901d0b3584b75a4cc317e1cdb40b93e5c05b60a8972c8df279dd6d,How long does it take for a money transfer to show?,pending_transfer,pending_transfer,balance_not_updated_after_bank_transfer,0.33949283640904326,0.2737999455785424,0.07499472343514935,0.0328712638872683,lexical_correct_semantic_wrong,lexical_only_correct,T2,The model confuses a pending transfer lifecycle state with a receiving-account balance update.
174b134703550d74e445966ea23dc4d8ca814507ff5b81734db7645f7024e8f3,"I don't know if this is an issue with the ATM or my account, but I just tried withdrawing 30 pounds from the ATM I'm at now and it only gave me 10. Is this a glitch or what exactly is going on?",wrong_amount_of_cash_received,wrong_amount_of_cash_received,declined_cash_withdrawal,0.282500939579676,0.347356018028212,0.18397138317667294,0.04644069998008643,lexical_correct_semantic_wrong,lexical_only_correct,T2,The semantic model collapses a partial-dispense amount error into the broader declined withdrawal state.
000ae7caa5e221ffe6090dd9519d427b411ec6ec79a2d5a2bad6cba2911b3c82,whats your exchange rate,exchange_charge,exchange_rate,exchange_rate,0.5390463092770201,0.673644701855399,0.3594223578736524,0.554927147670129,both_wrong,both_wrong,T7,The wording directly asks for a rate while the gold label is exchange charge and may reflect a taxonomy or annotation boundary issue.
00ddf7bcfd682c377827084a16bb443225bf78249f82d841cb1b96c7861627c9,What is the need to verify my identity?,why_verify_identity,verify_my_identity,verify_my_identity,0.5610284392684919,0.4118965936321575,0.2579364182965123,0.014417022493790566,both_wrong,both_wrong,T5,Both models miss the rationale intent and map shared verification vocabulary to procedural verification.
01ac05d124a4e3bedda047b4c738ef96702de9090dc9cc411f32c95115a44abc,Why don't I have my transfer?,balance_not_updated_after_bank_transfer,failed_transfer,failed_transfer,0.3102366024483553,0.34709501651175284,0.19018226603773164,0.21378272645283966,both_wrong,both_wrong,T4,The short query omits whether the issue is balance update failure pending state or recipient nonreceipt.
02062aea126c6670ce95868d08745c3a39f9451798b165f67c420fe6015aacf7,I put money into my account for the minimum balance but the application didn't accept.,top_up_reverted,balance_not_updated_after_cheque_or_cash_deposit,wrong_amount_of_cash_received,0.20018260934548635,0.16468211670705502,0.11266570072791021,0.06802143589296307,both_wrong,both_wrong,T5,Put money and did not accept do not clearly distinguish a reverted top-up from deposit or amount problems.
04b08722cb037238937c116da543d741afc3c67c821a55e9e3d0af26b249f3cb,im not sure what this charge is for,card_payment_fee_charged,extra_charge_on_statement,extra_charge_on_statement,0.08955086786663013,0.23568078506804538,0.009980133628055679,0.13611350758911986,both_wrong,both_wrong,T4,The query lacks card payment or statement context and is underspecified between fee and unknown extra charge.
08436f62f30239ccd75a546d31f6f01e425038b73851cd98b05877a2ea302a9c,Where do I find the exchange rate?,exchange_charge,exchange_rate,exchange_rate,0.595272098029893,0.8742123047382182,0.42435387052697016,0.8433558558050607,both_wrong,both_wrong,T7,The query explicitly requests the exchange rate but the gold label is exchange charge and warrants taxonomy review.
0973dd7cd6b9acd92c3e4217115dad703a0a663a153cbd5dffe81f24862a4ed2,The transfer is coming up as pending the payment is due today. Will I be charged a fee?,pending_transfer,pending_card_payment,transfer_fee_charged,0.18362039674056715,0.3089709961244105,0.04489301438827212,0.12645563433707485,both_wrong,both_wrong,T5,The query mixes pending transfer and fee questions so each model follows a different valid cue.
0995326659157191beb847b758e9b95ec67dd6000ab7f907598318684d1079ad,how does a virtual card work,get_disposable_virtual_card,getting_virtual_card,getting_virtual_card,0.3848725345032193,0.6370224872899152,0.060699377349564654,0.4685294328952384,both_wrong,both_wrong,T5,Virtual card is named without the disposable qualifier so the gold disposable-card boundary is not explicit.
bb6e7c7313e9c5e7ec2da302eeaa6e84fb01752867c74ffe05d49254983f0b36,My transfer is pending.,balance_not_updated_after_bank_transfer,pending_transfer,pending_transfer,0.9441228549727688,0.8186762710069325,0.9291716274879078,0.7962697637920301,both_wrong,high_confidence_wrong,T7,Both models confidently follow explicit pending wording while the gold label requires an unstated balance-update interpretation.
5d7047c0b6df01a62d0af800de305edda01b84a05ee579b9c4e02775f7da784c,Is my country supported,country_support,fiat_currency_support,country_support,0.051355477966292445,0.9252453035110527,0.004440696859652059,0.9138597209325573,lexical_wrong_semantic_correct,high_confidence_wrong,T3,Lexical features conflate geographic availability with supported fiat currencies while semantic context preserves country scope.
18b6b7a691dd7688080f8a4e21d57c351dc948fb20f4d3bfb5f3b133e974cbd8,how many transactions can i make with a disposable card,get_disposable_virtual_card,disposable_card_limits,disposable_card_limits,0.8756686192395572,0.9215697596532262,0.8576062130908395,0.9088770697794544,both_wrong,high_confidence_wrong,T7,Both models confidently infer limits from how many while the gold label is obtaining a disposable card.
e988a36fe4bcd0f7e58525bd329c0910191d94b68b1a8716a90de9f9222de8b5,What can I use a virtual disposable card for?,disposable_card_limits,get_disposable_virtual_card,get_disposable_virtual_card,0.851808123267767,0.9030631738503541,0.7936556677669637,0.8485853725298015,both_wrong,high_confidence_wrong,T5,Usage scope can denote disposable-card limits but wording also resembles a general request about obtaining or using the product.
cd00feb5dd94eae59dfd49c17fd56ece1069c2db6ef7d859cfb9536a227f0a4d,how long and how much does it cost for new card,card_about_to_expire,card_arrival,card_about_to_expire,0.1207221756319877,0.40425067139648224,1.8756239859571422e-05,0.2898690070317633,lexical_wrong_semantic_correct,low_margin_error,T7,The query never mentions expiration and card arrival is plausible although the gold label treats new card as expiry replacement.
5e286fbd930fa6f48c9bca6c56695b305356fc0d87af3cc5513d5be3450355dd,Is a non-electronic card available as well,order_physical_card,card_not_working,order_physical_card,0.03386485161893672,0.2607397708823176,5.5358884595110847e-05,0.16458168118698502,lexical_wrong_semantic_correct,low_margin_error,T6,Non-electronic is an uncommon paraphrase for physical card and hurts the lexical representation.
dd17fc7fd1b3bfd00bbdd22cd064c25f79b4b0ce37574a660c5e21d86c4ec7e5,What currency's can i exchange for?,exchange_via_app,exchange_charge,fiat_currency_support,0.5304566303161335,0.28805603151675147,0.2565201765600256,0.00039761152339307104,both_wrong,low_margin_error,T5,The query asks currency eligibility but the gold label expects the exchange-via-app action and omits the app cue.
94ac609990f7537906ce3635b4bf2a79431b2fbab7d135643def89301b3e94b5,transaction failed?,transfer_not_received_by_recipient,failed_transfer,failed_transfer,0.23716136249860728,0.384018121481073,0.08340525305958027,0.28580839082333864,both_wrong,short_query_error,T4,The two-word query lacks recipient and completion context needed for the gold nonreceipt intent.
17bae9586ca0f7bc379c9be48d2346599aeec8b5dfc77773e86d3e8e5b6ca02c,where is theft-top option?,automatic_top_up,automatic_top_up,lost_or_stolen_phone,0.1929468890852613,0.10631168224279178,0.1236809648783953,0.03230979737535042,lexical_correct_semantic_wrong,short_query_error,T6,The likely typo theft-top for top-up creates a rare surface form that semantic encoding associates with theft.
2b1d2d1e79147b5e634df28cee1aab498910c7af92973ac37814407760ed42bf,My withdrawal was cancelled.,declined_cash_withdrawal,reverted_card_payment?,cash_withdrawal_not_recognised,0.18748436849428204,0.17624123756552862,0.01797075232829945,0.004415904038491569,both_wrong,short_query_error,T2,Cancelled must be mapped to declined withdrawal but both models confuse adjacent transaction outcomes and rails.
